"Address has been saved.","Address has been saved.","en_US_1.5.0","en_US_1.9.3.7"
"Admin Application Settings","Admin Application Settings","en_US_1.8.0","en_US_1.9.3.7"
"Admin Mobile Application","Admin Mobile Application","en_US_1.8.0","en_US_1.9.3.7"
"Admin application has not been enabled","Admin application has not been enabled","en_US_1.8.0","en_US_1.9.3.7"
"Administrative contact for this app and for app submission issues.","Administrative contact for this app and for app submission issues.","en_US_1.5.0","en_US_1.9.3.7"
"Advanced Settings","Advanced Settings","en_US_1.5.0","en_US_1.9.3.7"
"After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","en_US_1.6.0","en_US_1.9.3.7"
"AirMail Message Queue","AirMail Message Queue","en_US_1.5.0","en_US_1.9.3.7"
"AirMail Messages Queue","AirMail Messages Queue","en_US_1.5.0","en_US_1.9.3.7"
"AirMail Template Preview","AirMail Template Preview","en_US_1.5.0","en_US_1.9.3.7"
"AirMail message","AirMail message","en_US_1.5.0","en_US_1.9.3.7"
"AirMail templates","AirMail templates","en_US_1.5.0","en_US_1.9.3.7"
"All Allowed Countries","All Allowed Countries","en_US_1.6.0","en_US_1.9.3.7"
"All Images","All Images","en_US_1.8.0","en_US_1.9.3.7"
"All locations","All locations","en_US_1.5.1","en_US_1.9.3.7"
"Amount","Amount","en_US_1.8.0","en_US_1.9.3.7"
"Amount in %@","Amount in %@","en_US_1.8.0","en_US_1.9.3.7"
"Amounts","Amounts","en_US_1.8.0","en_US_1.9.3.7"
"An account with this email address already exists.","An account with this email address already exists.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while adding item to wishlist.","An error occurred while adding item to wishlist.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while deleting the address.","An error occurred while deleting the address.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while loading categories.","An error occurred while loading categories.","en_US_1.6.2","en_US_1.9.3.7"
"An error occurred while loading category filters.","An error occurred while loading category filters.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while loading configuration.","An error occurred while loading configuration.","en_US_1.8.0","en_US_1.9.3.7"
"An error occurred while loading localization.","An error occurred while loading localization.","en_US_1.8.0","en_US_1.9.3.7"
"An error occurred while loading login form.","An error occurred while loading login form.","en_US_1.8.0","en_US_1.9.3.7"
"An error occurred while loading wishlist.","An error occurred while loading wishlist.","en_US_1.6.2","en_US_1.9.3.7"
"An error occurred while processing your order. Please contact us or try again later.","An error occurred while processing your order. Please contact us or try again later.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while processing your request.","An error occurred while processing your request.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while removing item from wishlist.","An error occurred while removing item from wishlist.","en_US_1.5.0","en_US_1.9.3.7"
"An error occurred while removing items from wishlist.","An error occurred while removing items from wishlist.","en_US_1.5.0","en_US_1.9.3.7"
"Analytics","Analytics","en_US_1.5.0","en_US_1.9.3.7"
"Android","Android","en_US_1.5.0","en_US_1.9.3.7"
"Android doesn\'t support AirMail message type.","Android doesn\'t support AirMail message type.","en_US_1.6.2","en_US_1.9.3.7"
"App Background","App Background","en_US_1.5.0","en_US_1.9.3.7"
"App Background (landscape mode)","App Background (landscape mode)","en_US_1.8.0","en_US_1.9.3.7"
"App Background (landscape mode).","App Background (landscape mode).","en_US_1.5.1","en_US_1.9.3.7"
"App Background (portrait mode)","App Background (portrait mode)","en_US_1.8.0","en_US_1.9.3.7"
"App Background (portrait mode).","App Background (portrait mode).","en_US_1.5.1","en_US_1.9.3.7"
"App Background <br />(landscape mode)","App Background <br />(landscape mode)","en_US_1.5.1","en_US_1.7.0.2"
"App Background <br />(portrait mode)","App Background <br />(portrait mode)","en_US_1.5.1","en_US_1.7.0.2"
"App Background image missing.","App Background image missing.","en_US_1.5.1","en_US_1.9.3.7"
"App Code","App Code","en_US_1.5.0","en_US_1.9.3.7"
"App Information","App Information","en_US_1.5.0","en_US_1.9.3.7"
"App Name","App Name","en_US_1.5.0","en_US_1.9.3.7"
"App Stores","App Stores","en_US_1.5.1","en_US_1.9.3.7"
"App Submission History","App Submission History","en_US_1.5.0","en_US_1.9.3.7"
"App Title","App Title","en_US_1.5.0","en_US_1.9.3.7"
"App code","App code","en_US_1.8.0","en_US_1.9.3.7"
"App code required.","App code required.","en_US_1.5.0","en_US_1.9.3.7"
"App does not exist.","App does not exist.","en_US_1.5.0","en_US_1.9.3.7"
"App has been deleted.","App has been deleted.","en_US_1.5.0","en_US_1.9.3.7"
"App has been saved.","App has been saved.","en_US_1.5.0","en_US_1.9.3.7"
"App has been submitted.","App has been submitted.","en_US_1.5.0","en_US_1.9.3.7"
"App model not loaded.","App model not loaded.","en_US_1.5.0","en_US_1.9.3.7"
"App with specified code does not exist.","App with specified code does not exist.","en_US_1.5.0","en_US_1.9.3.7"
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","en_US_1.5.1","en_US_1.9.3.7"
"Application","Application","en_US_1.5.0","en_US_1.9.3.7"
"Application Key","Application Key","en_US_1.5.0","en_US_1.9.3.7"
"Application Master Secret","Application Master Secret","en_US_1.5.0","en_US_1.9.3.7"
"Application Name","Application Name","en_US_1.5.0","en_US_1.9.3.7"
"Application Secret","Application Secret","en_US_1.5.0","en_US_1.9.3.7"
"Application doesn\'t exist.","Application doesn\'t exist.","en_US_1.8.0","en_US_1.9.3.7"
"Apply","Apply","en_US_1.8.0","en_US_1.9.3.7"
"Applying Coupon Code","Applying Coupon Code","en_US_1.8.0","en_US_1.9.3.7"
"Applying Gift Card %@","Applying Gift Card %@","en_US_1.8.0","en_US_1.9.3.7"
"Are you sure you want to cancel a message?","Are you sure you want to cancel a message?","en_US_1.8.0","en_US_1.9.3.7"
"Are you sure you want to cancel selected records?","Are you sure you want to cancel selected records?","en_US_1.8.0","en_US_1.9.3.7"
"Are you sure you want to delete a message?","Are you sure you want to delete a message?","en_US_1.8.0","en_US_1.9.3.7"
"Are you sure you want to delete selected records?","Are you sure you want to delete selected records?","en_US_1.8.0","en_US_1.9.3.7"
"Are you sure you want to delete this theme? This change will affect all applications.","Are you sure you want to delete this theme? This change will affect all applications.","en_US_1.6.0","en_US_1.9.3.7"
"Are you sure you want to do this?","Are you sure you want to do this?","en_US_1.6.2","en_US_1.9.3.7"
"Are you sure you want to remove this item?","Are you sure you want to remove this item?","en_US_1.8.0","en_US_1.9.3.7"
"Are you sure you whant to cancel a message?","Are you sure you whant to cancel a message?","en_US_1.5.0","en_US_1.7.0.2"
"Are you sure you whant to delete a message?","Are you sure you whant to delete a message?","en_US_1.5.0","en_US_1.7.0.2"
"Are you sure you what to cancel selected records?","Are you sure you what to cancel selected records?","en_US_1.5.0","en_US_1.7.0.2"
"Are you sure you what to delete selected records?","Are you sure you what to delete selected records?","en_US_1.5.0","en_US_1.7.0.2"
"As Low As","As Low As","en_US_1.8.0","en_US_1.9.3.7"
"As Low Excl. Tax","As Low Excl. Tax","en_US_1.8.0","en_US_1.9.3.7"
"As Low Incl. Tax","As Low Incl. Tax","en_US_1.8.0","en_US_1.9.3.7"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","en_US_1.6.0","en_US_1.9.3.7"
"As low as","As low as","en_US_1.8.0","en_US_1.9.3.7"
"As low as excl. tax","As low as excl. tax","en_US_1.8.0","en_US_1.9.3.7"
"As low as incl. tax","As low as incl. tax","en_US_1.8.0","en_US_1.9.3.7"
"At last one application has to be created.","At last one application has to be created.","en_US_1.6.2","en_US_1.9.3.7"
"At least one option should be selected","At least one option should be selected","en_US_1.8.0","en_US_1.9.3.7"
"Authentication complete.","Authentication complete.","en_US_1.5.0","en_US_1.9.3.7"
"Authentication to %@ did failed...","Authentication to %@ did failed...","en_US_1.8.0","en_US_1.9.3.7"
"Average Order Amount","Average Order Amount","en_US_1.8.0","en_US_1.9.3.7"
"Average Orders","Average Orders","en_US_1.8.0","en_US_1.9.3.7"
"Average Rating","Average Rating","en_US_1.8.0","en_US_1.9.3.7"
"Back","Back","en_US_1.5.0","en_US_1.9.3.7"
"Back to App Edit","Back to App Edit","en_US_1.5.0","en_US_1.9.3.7"
"Background Color","Background Color","en_US_1.5.0","en_US_1.9.3.7"
"Balance","Balance","en_US_1.7.0","en_US_1.9.3.7"
"Balance Change","Balance Change","en_US_1.7.0","en_US_1.9.3.7"
"Balance History","Balance History","en_US_1.7.0","en_US_1.9.3.7"
"Banner on Home Screen","Banner on Home Screen","en_US_1.5.0","en_US_1.9.3.7"
"Banner on Home Screen (landscape mode)","Banner on Home Screen (landscape mode)","en_US_1.8.0","en_US_1.9.3.7"
"Banner on Home Screen (landscape mode) image missing.","Banner on Home Screen (landscape mode) image missing.","en_US_1.6.0","en_US_1.9.3.7"
"Banner on Home Screen (portrait mode)","Banner on Home Screen (portrait mode)","en_US_1.8.0","en_US_1.9.3.7"
"Banner on Home Screen (portrait mode) image missing.","Banner on Home Screen (portrait mode) image missing.","en_US_1.6.0","en_US_1.9.3.7"
"Banner on Home Screen <br />(landscape mode)","Banner on Home Screen <br />(landscape mode)","en_US_1.6.0","en_US_1.7.0.2"
"Banner on Home Screen <br />(portrait mode)","Banner on Home Screen <br />(portrait mode)","en_US_1.6.0","en_US_1.7.0.2"
"Banner on Home Screen image missing.","Banner on Home Screen image missing.","en_US_1.5.1","en_US_1.9.3.7"
"Banners on Home Screen","Banners on Home Screen","en_US_1.8.0","en_US_1.9.3.7"
"Best Sellers","Best Sellers","en_US_1.8.0","en_US_1.9.3.7"
"Billing","Billing","en_US_1.8.0","en_US_1.9.3.7"
"Billing Address","Billing Address","en_US_1.6.2","en_US_1.9.3.7"
"Billing address","Billing address","en_US_1.8.0","en_US_1.9.3.7"
"Billing address has been set.","Billing address has been set.","en_US_1.5.0","en_US_1.9.3.7"
"Bundle Products","Bundle Products","en_US_1.8.0","en_US_1.9.3.7"
"Buy %1$s for %2$s","Buy %1$s for %2$s","en_US_1.5.0","en_US_1.9.3.7"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each","en_US_1.5.0","en_US_1.9.3.7"
"Buy %1$s for %2$s each","Buy %1$s for %2$s each","en_US_1.5.0","en_US_1.9.3.7"
"Buy %1$s with %2$s discount each","Buy %1$s with %2$s discount each","en_US_1.6.2","en_US_1.9.3.7"
"Buy More & Save","Buy More & Save","en_US_1.8.0","en_US_1.9.3.7"
"Buyer country is not allowed by store.","Buyer country is not allowed by store.","en_US_1.5.1","en_US_1.9.3.7"
"CMS Page","CMS Page","en_US_1.8.0","en_US_1.9.3.7"
"CMS Pages haven\'t been found.","CMS Pages haven\'t been found.","en_US_1.8.0","en_US_1.9.3.7"
"Cache Lifetime (seconds)","Cache Lifetime (seconds)","en_US_1.5.1","en_US_1.9.3.7"
"Cache Management","Cache Management","en_US_1.5.1","en_US_1.9.3.7"
"Can\'t add item to shopping cart.","Can\'t add item to shopping cart.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t apply the coupon code.","Can\'t apply the coupon code.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t copy file ""%s"" to ""%s"".","Can\'t copy file ""%s"" to ""%s"".","en_US_1.5.1","en_US_1.9.3.7"
"Can\'t create wishlist.","Can\'t create wishlist.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t delete ""%s"" theme.","Can\'t delete ""%s"" theme.","en_US_1.6.0","en_US_1.9.3.7"
"Can\'t load XML.","Can\'t load XML.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t load admin application settings.","Can\'t load admin application settings.","en_US_1.8.0","en_US_1.9.3.7"
"Can\'t load application with id ""%s""","Can\'t load application with id ""%s""","en_US_1.7.0","en_US_1.9.3.7"
"Can\'t load cart info.","Can\'t load cart info.","en_US_1.6.2","en_US_1.9.3.7"
"Can\'t load cart.","Can\'t load cart.","en_US_1.6.2","en_US_1.9.3.7"
"Can\'t load customer form.","Can\'t load customer form.","en_US_1.6.2","en_US_1.9.3.7"
"Can\'t load default themes.","Can\'t load default themes.","en_US_1.6.0","en_US_1.9.3.7"
"Can\'t load selected theme. Please check your media folder permissions.","Can\'t load selected theme. Please check your media folder permissions.","en_US_1.6.2","en_US_1.9.3.7"
"Can\'t load template with id ""%s""","Can\'t load template with id ""%s""","en_US_1.8.0","en_US_1.9.3.7"
"Can\'t open submission form.","Can\'t open submission form.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t read file ""%s"".","Can\'t read file ""%s"".","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t remove the item.","Can\'t remove the item.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t reset theme.","Can\'t reset theme.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t save address.","Can\'t save address.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t save the customer.","Can\'t save the customer.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t save theme.","Can\'t save theme.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t show configuration.","Can\'t show configuration.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t specify product.","Can\'t specify product.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t submit application.","Can\'t submit application.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t update cart.","Can\'t update cart.","en_US_1.5.0","en_US_1.9.3.7"
"Can\'t write to file ""%s"".","Can\'t write to file ""%s"".","en_US_1.5.0","en_US_1.9.3.7"
"Cancel","Cancel","en_US_1.5.0","en_US_1.9.3.7"
"Canceled","Canceled","en_US_1.5.0","en_US_1.9.3.7"
"Canceling PayPal ...","Canceling PayPal ...","en_US_1.8.0","en_US_1.9.3.7"
"Cancelled","Cancelled","en_US_1.5.0","en_US_1.9.3.7"
"Cannot apply gift card.","Cannot apply gift card.","en_US_1.6.2","en_US_1.9.3.7"
"Cannot configure product.","Cannot configure product.","en_US_1.8.0","en_US_1.9.3.7"
"Cannot load theme ""%s"".","Cannot load theme ""%s"".","en_US_1.5.0","en_US_1.9.3.7"
"Cannot redeem Gift Card.","Cannot redeem Gift Card.","en_US_1.6.2","en_US_1.9.3.7"
"Cannot remove gift card.","Cannot remove gift card.","en_US_1.6.2","en_US_1.9.3.7"
"Cannot save theme ""%s"". Incorrect data received","Cannot save theme ""%s"". Incorrect data received","en_US_1.5.0","en_US_1.9.3.7"
"Cannot update the item.","Cannot update the item.","en_US_1.8.0","en_US_1.9.3.7"
"Card Verification Number","Card Verification Number","en_US_1.5.0","en_US_1.9.3.7"
"Card verification number is wrong","Card verification number is wrong","en_US_1.5.0","en_US_1.9.3.7"
"Carrier","Carrier","en_US_1.5.0","en_US_1.9.3.7"
"Cart","Cart","en_US_1.5.0","en_US_1.9.3.7"
"Cart Updated","Cart Updated","en_US_1.8.0","en_US_1.9.3.7"
"Cart has been updated.","Cart has been updated.","en_US_1.5.0","en_US_1.9.3.7"
"Cart has some errors.","Cart has some errors.","en_US_1.5.0","en_US_1.9.3.7"
"Cart is empty.","Cart is empty.","en_US_1.5.0","en_US_1.9.3.7"
"Catalog Only App?","Catalog Only App?","en_US_1.5.0","en_US_1.9.3.7"
"Category","Category","en_US_1.8.0","en_US_1.9.3.7"
"Category Button Color","Category Button Color","en_US_1.5.0","en_US_1.9.3.7"
"Category Item Background Color","Category Item Background Color","en_US_1.5.0","en_US_1.9.3.7"
"Cc:","Cc:","en_US_1.8.0","en_US_1.9.3.7"
"Chairs","Chairs","en_US_1.5.0","en_US_1.9.3.7"
"Change Orientation","Change Orientation","en_US_1.5.0","en_US_1.9.3.7"
"Change Password","Change Password","en_US_1.5.0","en_US_1.9.3.7"
"Changes have been saved to theme.","Changes have been saved to theme.","en_US_1.5.1","en_US_1.9.3.7"
"Check","Check","en_US_1.8.0","en_US_1.9.3.7"
"Check Gift Card","Check Gift Card","en_US_1.8.0","en_US_1.9.3.7"
"Check Gift Card Promo Redeemed","Check Gift Card Promo Redeemed","en_US_1.8.0","en_US_1.9.3.7"
"Checking Gift Card %@","Checking Gift Card %@","en_US_1.8.0","en_US_1.9.3.7"
"Checkout","Checkout","en_US_1.8.0","en_US_1.9.3.7"
"Checkout Page Registration","Checkout Page Registration","en_US_1.8.0","en_US_1.9.3.7"
"Checkout as Guest","Checkout as Guest","en_US_1.8.0","en_US_1.9.3.7"
"Checkout as Guest or Register","Checkout as Guest or Register","en_US_1.8.0","en_US_1.9.3.7"
"Checkout has been initialized.","Checkout has been initialized.","en_US_1.5.0","en_US_1.9.3.7"
"Checkout initialization...","Checkout initialization...","en_US_1.8.0","en_US_1.9.3.7"
"Checkout initialized!","Checkout initialized!","en_US_1.8.0","en_US_1.9.3.7"
"Choose Store View","Choose Store View","en_US_1.8.0","en_US_1.9.3.7"
"Choose amount","Choose amount","en_US_1.8.0","en_US_1.9.3.7"
"Choose file","Choose file","en_US_1.8.0","en_US_1.9.3.7"
"City","City","en_US_1.5.0","en_US_1.9.3.7"
"Clear","Clear","en_US_1.8.0","en_US_1.9.3.7"
"Close","Close","en_US_1.8.0","en_US_1.9.3.7"
"Color Themes","Color Themes","en_US_1.5.0","en_US_1.9.3.7"
"Colors","Colors","en_US_1.5.0","en_US_1.9.3.7"
"Commiting updates...","Commiting updates...","en_US_1.8.0","en_US_1.9.3.7"
"Company","Company","en_US_1.5.0","en_US_1.9.3.7"
"Completed","Completed","en_US_1.5.0","en_US_1.9.3.7"
"Configuration data have been saved","Configuration data have been saved","en_US_1.8.0","en_US_1.9.3.7"
"Configure Cart Item","Configure Cart Item","en_US_1.8.0","en_US_1.9.3.7"
"Confirm New Password","Confirm New Password","en_US_1.5.0","en_US_1.9.3.7"
"Confirm Password","Confirm Password","en_US_1.5.0","en_US_1.9.3.7"
"Connecting","Connecting","en_US_1.8.0","en_US_1.9.3.7"
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","en_US_1.8.0","en_US_1.9.3.7"
"Contact Email","Contact Email","en_US_1.5.0","en_US_1.9.3.7"
"Contact Information","Contact Information","en_US_1.5.0","en_US_1.9.3.7"
"ContactsAreEmpty","ContactsAreEmpty","en_US_1.8.0","en_US_1.9.3.7"
"Container is not defined.","Container is not defined.","en_US_1.6.2","en_US_1.9.3.7"
"Content","Content","en_US_1.5.0","en_US_1.9.3.7"
"Continue","Continue","en_US_1.8.0","en_US_1.9.3.7"
"Copyright","Copyright","en_US_1.5.0","en_US_1.9.3.7"
"Copyright Page Logo","Copyright Page Logo","en_US_1.5.0","en_US_1.9.3.7"
"Copyright Page Logo (iPhone 4 retina)","Copyright Page Logo (iPhone 4 retina)","en_US_1.8.0","en_US_1.9.3.7"
"Copyright Page Logo <br />(iPhone 4 retina)","Copyright Page Logo <br />(iPhone 4 retina)","en_US_1.5.1","en_US_1.7.0.2"
"Copyright: Magento (c) 2010","Copyright: Magento (c) 2010","en_US_1.8.0","en_US_1.9.3.7"
"Countries","Countries","en_US_1.8.0","en_US_1.9.3.7"
"Countries Payment Applicable From","Countries Payment Applicable From","en_US_1.6.0","en_US_1.9.3.7"
"Country","Country","en_US_1.5.0","en_US_1.9.3.7"
"Country options don\'t recognized for ""%s"".","Country options don\'t recognized for ""%s"".","en_US_1.5.1","en_US_1.9.3.7"
"Coupon code %s is not valid.","Coupon code %s is not valid.","en_US_1.5.0","en_US_1.9.3.7"
"Coupon code %s was applied.","Coupon code %s was applied.","en_US_1.5.0","en_US_1.9.3.7"
"Coupon code is empty.","Coupon code is empty.","en_US_1.5.0","en_US_1.9.3.7"
"Coupon code was canceled.","Coupon code was canceled.","en_US_1.5.0","en_US_1.9.3.7"
"Create Account","Create Account","en_US_1.8.0","en_US_1.9.3.7"
"Create an Account","Create an Account","en_US_1.8.0","en_US_1.9.3.7"
"Creating a Template is allowed only for applications which have device type iPhone.","Creating a Template is allowed only for applications which have device type iPhone.","en_US_1.5.0","en_US_1.9.3.7"
"Credit Card","Credit Card","en_US_1.6.0","en_US_1.9.3.7"
"Credit Card %s","Credit Card %s","en_US_1.6.0","en_US_1.9.3.7"
"Credit Card Number","Credit Card Number","en_US_1.5.0","en_US_1.9.3.7"
"Credit Card Type","Credit Card Type","en_US_1.5.0","en_US_1.9.3.7"
"Credit card number does not match credit card type.","Credit card number does not match credit card type.","en_US_1.5.0","en_US_1.9.3.7"
"Cross Sells","Cross Sells","en_US_1.8.0","en_US_1.9.3.7"
"Current Balance: %s","Current Balance: %s","en_US_1.6.2","en_US_1.9.3.7"
"Current Password","Current Password","en_US_1.5.0","en_US_1.9.3.7"
"Currently, PayPal MEP is not available for the Android application","Currently, PayPal MEP is not available for the Android application","en_US_1.5.1","en_US_1.7.0.2"
"Currently, the system does not support the viewing of the order detail.","Currently, the system does not support the viewing of the order detail.","en_US_1.8.0","en_US_1.9.3.7"
"Custom App Icon","Custom App Icon","en_US_1.5.0","en_US_1.9.3.7"
